Ano,Órgão Orçamentário,Função,Grupo de Despesa,Resultado Primário,Subfunção,Projeto de Lei,Dotação Inicial,Dotação Atual,Empenhado,Liquidado,Pago
Total,,,,,,1.450.445.433.311,1.320.014.525.616,1.418.354.560.225,1.328.682.771.366,1.135.211.696.137,1.102.747.377.012
2011,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,0 - Financeira,122 - Administração Geral,3.171.677.325,3.171.677.325,3.304.253.833,3.208.513.729,3.208.513.729,3.198.127.077
2018,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,363 - Ensino Profissional,0,62.432.068,63.767.339,62.740.663,13.822.120,9.882.542
2018,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,364 - Ensino Superior,0,97.511.153,94.911.158,86.989.119,18.602.608,13.315.238
2018,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,365 - Educação Infantil,0,552.271,552.271,552.271,0,0
2018,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,368 - Educação Básica,0,97.892.421,95.082.928,92.769.711,8.927.337,8.815.247
2018,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,363 - Ensino Profissional,0,28.000.000,28.000.000,27.997.962,760.774,3.738
2018,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,364 - Ensino Superior,0,237.119.740,237.119.740,237.086.441,15.487.773,7.165.035
2018,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,368 - Educação Básica,0,43.746.494,43.746.494,43.746.494,0,0
2018,26000 - Ministério da Educação,12 - Educação,5 - Inversões Financeiras,2 - Primária discricionária, considerada no cálculo do RP,364 - Ensino Superior,0,0,9.500.000,9.500.000,9.500.000,9.500.000
2018,74902 - Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES - Min. da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,123 - Administração Financeira,900.000.000,846.667.198,802.042.708,801.667.198,422.575.478,422.575.478
2018,74902 - Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES - Min. da Educação,12 - Educação,5 - Inversões Financeiras,0 - Financeira,694 - Serviços Financeiros,17.749.174.864,17.749.174.864,17.749.174.864,17.384.280.800,11.483.613.845,11.483.321.518
2018,74902 - Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES - Min. da Educação,12 - Educação,5 - Inversões Financeiras,2 - Primária discricionária, considerada no cálculo do RP,846 - Outros Encargos Especiais,750.000.000,750.000.000,500.000.000,500.000.000,500.000.000,500.000.000
2019,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,0 - Financeira,846 - Outros Encargos Especiais,7.539.010.953,7.539.010.953,7.820.158.603,6.773.574.738,6.762.257.746,6.757.248.456
2019,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,5.038.396.236,5.038.396.236,615.159.165,260.209.003,258.481.240,242.737.985
2019,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,8.230.668.674,8.230.668.674,8.542.453.445,8.314.518.145,8.196.766.624,7.713.282.605
2019,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,363 - Ensino Profissional,9.143.439.463,9.143.439.463,10.095.976.411,9.954.117.421,9.943.300.177,9.013.896.627
2019,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,364 - Ensino Superior,22.863.247.009,22.863.247.009,24.240.755.740,23.751.354.896,23.738.825.637,21.756.869.147
2019,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,368 - Educação Básica,354.526.200,354.526.200,376.374.571,369.254.207,369.254.207,338.688.092
2019,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,701.854.780,701.854.780,748.169.382,710.632.637,699.419.603,644.393.110
2019,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,4.154.693.011,4.154.693.011,4.023.693.011,3.979.930.485,3.959.983.359,3.959.194.865
2019,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,2.437.666.955,2.437.666.955,2.397.892.489,2.207.382.390,2.201.293.471,2.037.668.780
2019,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,368 - Educação Básica,720.000.000,720.000.000,709.000.000,705.869.858,696.591.288,696.591.288
2019,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,847 - Transferências para a Educação Básica,16.757.334.889,16.757.334.889,19.002.284.879,18.901.036.101,16.044.566.705,16.044.566.705
2019,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,886.903.289,895.903.289,763.519.478,626.932.126,484.770.048,470.698.933
2019,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,94.265.278,94.265.278,82.920.415,72.636.671,48.130.182,44.742.505
2019,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,30.330.000,30.330.000,30.130.000,23.639.109,9.061.050,8.405.177
2019,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,496.539.390,496.539.390,543.696.741,531.415.394,369.343.636,319.482.000
2019,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,363 - Ensino Profissional,2.635.947.942,2.644.213.238,2.405.922.295,2.359.393.725,1.747.456.500,1.695.248.338
2019,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,364 - Ensino Superior,10.319.916.705,10.580.770.476,10.192.223.030,10.076.794.209,8.612.680.094,8.478.431.319
2019,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,80.000.000,95.000.000,332.456.196,82.440.370,79.502.436,79.502.436
2019,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,366 - Educação de Jovens e Adultos,70.000.000,74.016.272,25.622.147,19.459.798,1.845.700,69.700
2019,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,368 - Educação Básica,4.658.071.626,4.878.245.451,4.840.999.666,4.718.233.807,2.745.512.265,2.725.374.359
2019,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,571 - Desenvolvimento Científico,323.204.580,342.102.214,372.126.800,371.163.676,327.271.126,327.271.126
2019,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,397.919.378,397.919.378,437.730.137,449.158.032,363.910.552,363.907.165
2019,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,0,5.476.000,7.476.000,6.829.300,1.828.142,1.439.525
2019,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,363 - Ensino Profissional,0,8.543.127,8.549.993,6.654.852,1.712.888,1.618.245
2019,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,364 - Ensino Superior,0,67.532.700,75.216.151,71.558.033,17.969.642,15.923.634
2019,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,368 - Educação Básica,0,66.905.065,63.078.599,58.488.399,119.166,104.910
2019,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,363 - Ensino Profissional,0,8.000.000,2.330.400,453.450,0,0
2019,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,364 - Ensino Superior,0,0,7.360.000,7.360.000,0,0
2019,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,368 - Educação Básica,0,69.841.550,83.440.722,83.170.469,0,0
2019,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,1 - Primária obrigatória, considerada no cálculo do RP,847 - Transferências para a Educação Básica,380.700.000,380.700.000,544.110.000,529.005.659,265.582.397,265.582.397
2019,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,77.379.975,77.379.975,84.678.536,59.365.292,22.930.801,22.577.686
2019,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,183.708,183.708,113.708,65.451,16.792,16.792
2019,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,131.370.712,192.669.245,133.120.045,127.376.628,25.787.039,20.253.146
2019,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,363 - Ensino Profissional,427.524.713,624.140.651,523.749.917,511.860.873,66.894.831,59.640.120
2019,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,364 - Ensino Superior,607.186.626,1.051.592.464,710.615.324,683.211.314,140.915.705,136.853.080
2019,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,368 - Educação Básica,597.755.768,732.207.412,2.713.151.082,1.951.856.097,272.978.364,272.966.167
2019,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,571 - Desenvolvimento Científico,10.000.000,10.000.000,10.000.000,0,0,0
2019,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,3 - Primária discricionária, PAC, considerada no cálculo do RP,365 - Educação Infantil,30.000.000,30.000.000,30.000.000,29.964.931,3.927.205,3.927.205
2019,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,0,15.680.854,13.380.854,12.597.054,3.342.415,2.480.460
2019,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,363 - Ensino Profissional,0,49.432.195,49.555.360,47.494.919,8.150.138,6.486.078
2019,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,364 - Ensino Superior,0,99.974.466,94.883.292,90.216.107,12.145.557,10.262.517
2019,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,365 - Educação Infantil,0,528.128,528.128,328.128,0,0
2019,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,368 - Educação Básica,0,105.040.174,105.594.409,95.301.076,1.075.339,1.048.955
2019,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,0,30.000.000,30.000.000,29.999.143,9.611.963,6.710.047
2019,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,363 - Ensino Profissional,0,127.835.710,135.260.409,133.454.467,17.099.538,14.793.183
2019,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,364 - Ensino Superior,0,341.257.042,333.897.042,312.824.337,15.738.836,12.530.177
2019,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,368 - Educação Básica,0,382.296.514,368.697.342,366.435.426,0,0
2019,26000 - Ministério da Educação,12 - Educação,5 - Inversões Financeiras,2 - Primária discricionária, considerada no cálculo do RP,368 - Educação Básica,0,0,42.000.000,0,0,0
2019,74902 - Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES - Min. da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,123 - Administração Financeira,906.728.997,861.392.548,731.236.329,708.026.888,451.061.144,451.061.144
2019,74902 - Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES - Min. da Educação,12 - Educação,5 - Inversões Financeiras,0 - Financeira,694 - Serviços Financeiros,12.398.519.466,12.398.519.466,12.398.519.466,12.398.519.466,8.951.416.700,8.949.717.696
2019,74902 - Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES - Min. da Educação,12 - Educação,5 - Inversões Financeiras,2 - Primária discricionária, considerada no cálculo do RP,846 - Outros Encargos Especiais,559.398.661,551.529.780,500.000.000,500.000.000,500.000.000,500.000.000
2020,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,0 - Financeira,846 - Outros Encargos Especiais,6.892.165.260,6.892.165.260,7.798.711.953,7.733.695.691,7.723.313.267,7.717.011.709
2020,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,1.083.065.869,1.020.029.078,436.581.638,367.912.882,367.510.452,330.499.883
2020,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,6.304.714.302,5.937.766.213,9.465.626.903,9.156.532.004,9.142.195.291,8.510.752.029
2020,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,363 - Ensino Profissional,10.071.505.525,9.485.321.990,10.248.450.000,10.120.014.323,10.108.229.835,9.221.232.792
2020,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,364 - Ensino Superior,21.784.403.476,20.516.503.797,24.058.823.519,23.762.561.649,23.754.527.182,21.845.991.582
2020,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,368 - Educação Básica,363.736.275,342.566.032,367.193.338,365.046.056,365.046.056,333.205.326
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,479.582.294,471.505.982,745.693.807,693.369.512,684.987.763,630.402.793
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,4.154.693.011,4.154.693.011,4.348.278.257,4.337.689.714,4.317.221.235,4.316.320.169
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,1.634.292.447,1.606.770.465,2.427.566.175,2.106.709.622,2.097.411.339,1.949.870.890
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,368 - Educação Básica,720.000.000,720.000.000,720.000.000,720.000.000,720.000.000,720.000.000
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,847 - Transferências para a Educação Básica,17.970.606.168,17.970.606.168,17.648.774.058,16.648.556.886,13.663.973.384,13.663.973.384
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,478.682.340,476.863.397,946.279.432,866.508.016,529.034.631,519.092.754
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,54.148.322,52.538.940,65.930.420,49.338.215,24.044.295,20.253.953
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,12.822.720,12.400.939,13.491.172,13.491.147,5.920.697,4.972.913
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,362.684.060,356.349.898,436.262.079,426.394.017,286.446.237,273.498.052
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,363 - Ensino Profissional,1.536.339.475,1.394.365.625,2.119.527.333,2.051.156.622,1.363.188.906,1.324.825.578
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,364 - Ensino Superior,6.962.337.288,6.715.708.404,9.175.557.169,8.873.651.860,7.106.753.895,6.978.174.985
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,70.000.000,0,0,0,0,0
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,366 - Educação de Jovens e Adultos,14.800.000,6.069.558,0,0,0,0
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,368 - Educação Básica,4.407.483.274,3.657.740.516,3.259.455.285,3.131.999.398,1.551.288.461,1.546.198.684
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,571 - Desenvolvimento Científico,193.128.496,190.921.111,318.870.483,317.965.917,260.614.956,241.543.736
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,349.888.972,349.790.783,488.719.488,475.170.491,390.638.210,390.638.210
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,122 - Administração Geral,0,0,250.000,178.819,98.983,0
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,0,8.511.827,5.166.827,5.165.108,3.077.311,3.047.253
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,363 - Ensino Profissional,0,17.417.156,13.800.661,12.569.891,7.120.951,6.247.059
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,364 - Ensino Superior,0,95.388.464,92.639.706,87.721.266,35.135.726,32.875.484
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,366 - Educação de Jovens e Adultos,0,200.000,0,0,0,0
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,368 - Educação Básica,0,180.325.343,140.037.227,138.154.109,1.426.337,1.426.337
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,0,0,9.114.176,9.114.139,3.973.134,500.254
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,363 - Ensino Profissional,0,20.334.207,17.223.464,15.274.981,3.898.931,2.550.264
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,364 - Ensino Superior,0,29.081.329,2.605.723,2.605.722,1.267.715,1.217.383
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,368 - Educação Básica,0,116.785.792,40.972.434,40.753.798,67.992,47.695
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,363 - Ensino Profissional,0,1.000,1.000,0,0,0
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,364 - Ensino Superior,0,2.000,2.000,1.000,0,0
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,366 - Educação de Jovens e Adultos,0,1.000,0,0,0,0
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,368 - Educação Básica,0,72.934.624,72.934.624,72.933.424,71.469.676,71.469.676
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,0,38.140.130,35.000.000,34.999.801,9.617.296,4.092.520
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,363 - Ensino Profissional,0,127.093.858,59.545.987,57.197.286,36.827.014,34.505.363
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,364 - Ensino Superior,0,212.301.951,147.120.381,147.016.981,61.875.765,59.514.393
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,365 - Educação Infantil,0,70.000.000,25.825.534,25.825.450,24.389.530,24.389.530
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,366 - Educação de Jovens e Adultos,0,14.154.196,7.596.215,7.595.983,0,0
2020,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,368 - Educação Básica,0,1.164.377.951,445.312.611,442.210.677,167.044.615,162.387.146
2020,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,1 - Primária obrigatória, considerada no cálculo do RP,847 - Transferências para a Educação Básica,380.700.000,380.700.000,702.532.110,701.941.013,414.936.359,414.936.359
2020,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,78.695.455,78.694.700,184.104.275,168.954.227,106.035.155,105.574.688
2020,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,183.707,177.665,658.567,633.908,72.636,72.636
2020,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,81.087.861,100.103.194,142.461.683,141.559.745,25.022.458,22.952.363
2020,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,363 - Ensino Profissional,351.587.148,192.538.805,369.352.249,363.231.924,46.436.072,41.498.859
2020,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,364 - Ensino Superior,573.224.186,412.590.760,690.836.696,655.395.444,134.503.787,131.104.895
2020,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,10.000.000,0,0,0,0,0
2020,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,368 - Educação Básica,481.621.458,33.043.259,24.037.779,19.963.474,3.419.551,3.198.017
2020,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,122 - Administração Geral,0,0,450.000,447.312,321.397,1.622
2020,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,0,16.156.780,15.516.780,15.498.110,7.818.318,6.813.248
2020,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,363 - Ensino Profissional,0,72.873.487,74.154.032,71.059.485,30.736.076,27.695.907
2020,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,364 - Ensino Superior,0,111.991.102,107.461.276,104.075.857,33.861.324,31.405.436
2020,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,368 - Educação Básica,0,141.860.338,134.627.150,133.305.332,483.336,476.816
2020,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,0,45.673.474,32.072.491,30.964.894,16.886.960,15.024.792
